,subject,predicate,object
93,9575-IWCAZ,hasChurned,False
94,9575-IWCAZ,totalCharges,171
95,9575-IWCAZ,hasMonthlyCharges,25.1
96,9575-IWCAZ,usesPaymentMethod,Mailed check
97,9575-IWCAZ,hasPaperlessBilling,False
98,9575-IWCAZ,hasContractType,One year
99,9575-IWCAZ,hasStreamingMovies,No internet service
100,9575-IWCAZ,hasStreamingTV,No internet service
101,9575-IWCAZ,hasTechSupport,No internet service
102,9575-IWCAZ,hasDeviceProtection,No internet service
103,9575-IWCAZ,hasOnlineBackup,No internet service
104,9575-IWCAZ,hasOnlineSecurity,No internet service
105,9575-IWCAZ,hasInternetService,False
106,9575-IWCAZ,hasMultipleLines,True
107,9575-IWCAZ,hasPhoneService,True
108,9575-IWCAZ,hasTenure,6
109,9575-IWCAZ,hasDependents,False
110,9575-IWCAZ,hasPartner,True
111,9575-IWCAZ,SeniorCitizen,False
112,9575-IWCAZ,hasLongitude,-118.573726
113,9575-IWCAZ,hasLatitude,34.457005
114,9575-IWCAZ,hasGender,Male
115,1027-LKKQQ,hasZipCode,95669
116,1027-LKKQQ,hasChurned,False
117,1027-LKKQQ,totalCharges,5886.85
118,1027-LKKQQ,hasMonthlyCharges,80.45
119,1027-LKKQQ,usesPaymentMethod,Bank transfer (automatic)
120,1027-LKKQQ,hasPaperlessBilling,True
121,1027-LKKQQ,hasContractType,Two year
122,1027-LKKQQ,hasStreamingMovies,True
123,1027-LKKQQ,hasStreamingTV,True
124,1027-LKKQQ,hasTechSupport,True
125,1027-LKKQQ,hasDeviceProtection,True
126,1027-LKKQQ,hasOnlineBackup,False
127,1027-LKKQQ,hasOnlineSecurity,True
128,1027-LKKQQ,hasInternetService,DSL
129,1027-LKKQQ,hasMultipleLines,False
130,1027-LKKQQ,hasPhoneService,True
131,1027-LKKQQ,hasTenure,72
132,1027-LKKQQ,hasDependents,True
133,1027-LKKQQ,hasPartner,True
134,1027-LKKQQ,SeniorCitizen,False
135,1027-LKKQQ,hasLongitude,-120.891614
136,1027-LKKQQ,hasLatitude,38.489273
137,1027-LKKQQ,hasGender,Female
138,5442-BHQNG,hasZipCode,95606
139,5442-BHQNG,hasChurned,False
140,5442-BHQNG,totalCharges,139.25
141,5442-BHQNG,hasMonthlyCharges,70.35
142,5442-BHQNG,usesPaymentMethod,Electronic check
143,5442-BHQNG,hasPaperlessBilling,False
144,5442-BHQNG,hasContractType,Month-to-month
145,5442-BHQNG,hasStreamingMovies,False
146,5442-BHQNG,hasStreamingTV,False
147,5442-BHQNG,hasTechSupport,False
148,5442-BHQNG,hasDeviceProtection,False
149,5442-BHQNG,hasOnlineBackup,False
150,5442-BHQNG,hasOnlineSecurity,False
151,5442-BHQNG,hasInternetService,Fiber optic
152,5442-BHQNG,hasMultipleLines,False
153,5442-BHQNG,hasPhoneService,True
154,5442-BHQNG,hasTenure,2
155,5442-BHQNG,hasDependents,False
156,5442-BHQNG,hasPartner,False
157,5442-BHQNG,SeniorCitizen,False
158,5442-BHQNG,hasLongitude,-122.241383
159,5442-BHQNG,hasLatitude,38.809804
160,5442-BHQNG,hasGender,Female
161,1552-CZCLL,hasZipCode,91916
162,1552-CZCLL,hasChurned,False
163,1552-CZCLL,totalCharges,1087.25
164,1552-CZCLL,hasMonthlyCharges,20.0
165,1552-CZCLL,usesPaymentMethod,Credit card (automatic)
166,1552-CZCLL,hasPaperlessBilling,False
167,1552-CZCLL,hasContractType,Month-to-month
168,1552-CZCLL,hasStreamingMovies,No internet service
169,1552-CZCLL,hasStreamingTV,No internet service
170,1552-CZCLL,hasTechSupport,No internet service
171,1552-CZCLL,hasDeviceProtection,No internet service
172,1552-CZCLL,hasOnlineBackup,No internet service
173,1552-CZCLL,hasOnlineSecurity,No internet service
174,1552-CZCLL,hasInternetService,False
175,1552-CZCLL,hasMultipleLines,False
176,1552-CZCLL,hasPhoneService,True
177,1552-CZCLL,hasTenure,55
178,1552-CZCLL,hasDependents,True
179,1552-CZCLL,hasPartner,True
180,1552-CZCLL,SeniorCitizen,False
181,1552-CZCLL,hasLongitude,-116.635387
182,1552-CZCLL,hasLatitude,32.912664
183,1552-CZCLL,hasGender,Female
184,3768-VHXQO,hasZipCode,90278
185,3768-VHXQO,hasChurned,False
186,3768-VHXQO,totalCharges,1583.5
187,3768-VHXQO,hasMonthlyCharges,24.85
188,3768-VHXQO,usesPaymentMethod,Credit card (automatic)
189,3768-VHXQO,hasPaperlessBilling,False
190,3768-VHXQO,hasContractType,Two year
191,3768-VHXQO,hasStreamingMovies,No internet service
192,3768-VHXQO,hasStreamingTV,No internet service
193,3768-VHXQO,hasTechSupport,No internet service
194,3768-VHXQO,hasDeviceProtection,No internet service
195,3768-VHXQO,hasOnlineBackup,No internet service
196,3768-VHXQO,hasOnlineSecurity,No internet service
197,3768-VHXQO,hasInternetService,False
198,3768-VHXQO,hasMultipleLines,True
199,3768-VHXQO,hasPhoneService,True
200,3768-VHXQO,hasTenure,67
201,3768-VHXQO,hasDependents,False
202,3768-VHXQO,hasPartner,True
203,3768-VHXQO,SeniorCitizen,False
204,3768-VHXQO,hasLongitude,-118.37019
205,3768-VHXQO,hasLatitude,33.873395
206,3768-VHXQO,hasGender,Male
207,6416-JNVRK,hasZipCode,90248
208,6416-JNVRK,hasChurned,False
209,6416-JNVRK,totalCharges,2688.85
210,6416-JNVRK,hasMonthlyCharges,55.65
211,6416-JNVRK,usesPaymentMethod,Credit card (automatic)
212,6416-JNVRK,hasPaperlessBilling,False
213,6416-JNVRK,hasContractType,One year
214,6416-JNVRK,hasStreamingMovies,True
215,6416-JNVRK,hasStreamingTV,False
216,6416-JNVRK,hasTechSupport,False
217,6416-JNVRK,hasDeviceProtection,False
218,6416-JNVRK,hasOnlineBackup,False
219,6416-JNVRK,hasOnlineSecurity,False
220,6416-JNVRK,hasInternetService,DSL
221,6416-JNVRK,hasMultipleLines,False
222,6416-JNVRK,hasPhoneService,True
223,6416-JNVRK,hasTenure,46
224,6416-JNVRK,hasDependents,False
225,6416-JNVRK,hasPartner,False
226,6416-JNVRK,SeniorCitizen,False
227,6416-JNVRK,hasLongitude,-118.284077
228,6416-JNVRK,hasLatitude,33.876482
229,6416-JNVRK,hasGender,Female
230,4749-OJKQU,hasZipCode,95132
231,4749-OJKQU,hasChurned,False
232,4749-OJKQU,totalCharges,302.35
233,4749-OJKQU,hasMonthlyCharges,75.65
234,4749-OJKQU,usesPaymentMethod,Electronic check
235,4749-OJKQU,hasPaperlessBilling,True
236,4749-OJKQU,hasContractType,Month-to-month
237,4749-OJKQU,hasStreamingMovies,False
238,4749-OJKQU,hasStreamingTV,False
239,4749-OJKQU,hasTechSupport,False
240,4749-OJKQU,hasDeviceProtection,False
241,4749-OJKQU,hasOnlineBackup,False
242,4749-OJKQU,hasOnlineSecurity,False
243,4749-OJKQU,hasInternetService,Fiber optic
244,4749-OJKQU,hasMultipleLines,True
245,4749-OJKQU,hasPhoneService,True
246,4749-OJKQU,hasTenure,4
247,4749-OJKQU,hasDependents,False
248,4749-OJKQU,hasPartner,False
249,4749-OJKQU,SeniorCitizen,False
250,4749-OJKQU,hasLongitude,-121.74841
251,4749-OJKQU,hasLatitude,37.424655
252,4749-OJKQU,hasGender,Female
253,7036-ZZKBD,hasZipCode,95648
254,7036-ZZKBD,hasChurned,False
255,7036-ZZKBD,totalCharges,2019.8
256,7036-ZZKBD,hasMonthlyCharges,66.4
257,7036-ZZKBD,usesPaymentMethod,Credit card (automatic)
258,7036-ZZKBD,hasPaperlessBilling,True
259,7036-ZZKBD,hasContractType,Month-to-month
260,7036-ZZKBD,hasStreamingMovies,True
261,7036-ZZKBD,hasStreamingTV,False
262,7036-ZZKBD,hasTechSupport,True
263,7036-ZZKBD,hasDeviceProtection,True
264,7036-ZZKBD,hasOnlineBackup,False
265,7036-ZZKBD,hasOnlineSecurity,False
266,7036-ZZKBD,hasInternetService,DSL
267,7036-ZZKBD,hasMultipleLines,False
268,7036-ZZKBD,hasPhoneService,True
269,7036-ZZKBD,hasTenure,31
270,7036-ZZKBD,hasDependents,False
271,7036-ZZKBD,hasPartner,True
272,7036-ZZKBD,SeniorCitizen,False
273,7036-ZZKBD,hasLongitude,-121.312005
274,7036-ZZKBD,hasLatitude,38.922812
275,7036-ZZKBD,hasGender,Male
276,9314-QDMDW,hasZipCode,93440
277,9314-QDMDW,hasChurned,False
278,9314-QDMDW,totalCharges,729.95
279,9314-QDMDW,hasMonthlyCharges,61.25
280,9314-QDMDW,usesPaymentMethod,Electronic check
281,9314-QDMDW,hasPaperlessBilling,True
282,9314-QDMDW,hasContractType,One year
283,9314-QDMDW,hasStreamingMovies,False
284,9314-QDMDW,hasStreamingTV,True
285,9314-QDMDW,hasTechSupport,False
286,9314-QDMDW,hasDeviceProtection,False
287,9314-QDMDW,hasOnlineBackup,True
288,9314-QDMDW,hasOnlineSecurity,False
289,9314-QDMDW,hasInternetService,DSL
290,9314-QDMDW,hasMultipleLines,False
291,9314-QDMDW,hasPhoneService,True
292,9314-QDMDW,hasTenure,11
293,9314-QDMDW,hasDependents,False
294,9314-QDMDW,hasPartner,False
295,9314-QDMDW,SeniorCitizen,False
296,9314-QDMDW,hasLongitude,-120.275839
297,9314-QDMDW,hasLatitude,34.758699
298,9314-QDMDW,hasGender,Male
299,7089-XXAYG,hasZipCode,95677
300,7089-XXAYG,hasChurned,False
301,7089-XXAYG,totalCharges,970.4
302,7089-XXAYG,hasMonthlyCharges,38.1
303,7089-XXAYG,usesPaymentMethod,Credit card (automatic)
304,7089-XXAYG,hasPaperlessBilling,True
305,7089-XXAYG,hasContractType,One year
306,7089-XXAYG,hasStreamingMovies,False
307,7089-XXAYG,hasStreamingTV,True
308,7089-XXAYG,hasTechSupport,False
309,7089-XXAYG,hasDeviceProtection,True
310,7089-XXAYG,hasOnlineBackup,False
311,7089-XXAYG,hasOnlineSecurity,False
312,7089-XXAYG,hasInternetService,DSL
313,7089-XXAYG,hasMultipleLines,No phone service
314,7089-XXAYG,hasPhoneService,False
315,7089-XXAYG,hasTenure,25
316,7089-XXAYG,hasDependents,False
317,7089-XXAYG,hasPartner,True
318,7089-XXAYG,SeniorCitizen,False
319,7089-XXAYG,hasLongitude,-121.236973
320,7089-XXAYG,hasLatitude,38.7904
321,7089-XXAYG,hasGender,Male
322,1100-DDVRV,hasZipCode,95383
323,1100-DDVRV,hasChurned,False
324,1100-DDVRV,totalCharges,836.35
325,1100-DDVRV,hasMonthlyCharges,49.8
326,1100-DDVRV,usesPaymentMethod,Mailed check
327,1100-DDVRV,hasPaperlessBilling,True
328,1100-DDVRV,hasContractType,Month-to-month
329,1100-DDVRV,hasStreamingMovies,True
330,1100-DDVRV,hasStreamingTV,True
331,1100-DDVRV,hasTechSupport,False
332,1100-DDVRV,hasDeviceProtection,False
333,1100-DDVRV,hasOnlineBackup,True
334,1100-DDVRV,hasOnlineSecurity,False
335,1100-DDVRV,hasInternetService,DSL
336,1100-DDVRV,hasMultipleLines,No phone service
337,1100-DDVRV,hasPhoneService,False
338,1100-DDVRV,hasTenure,17
339,1100-DDVRV,hasDependents,False
340,1100-DDVRV,hasPartner,True
341,1100-DDVRV,SeniorCitizen,False
342,1100-DDVRV,hasLongitude,-120.230625
343,1100-DDVRV,hasLatitude,38.107441
344,1100-DDVRV,hasGender,Male
345,4020-KIUDI,hasZipCode,90044
346,4020-KIUDI,hasChurned,False
347,4020-KIUDI,totalCharges,138.85
348,4020-KIUDI,hasMonthlyCharges,19.85
349,4020-KIUDI,usesPaymentMethod,Credit card (automatic)
350,4020-KIUDI,hasPaperlessBilling,False
351,4020-KIUDI,hasContractType,Month-to-month
352,4020-KIUDI,hasStreamingMovies,No internet service
353,4020-KIUDI,hasStreamingTV,No internet service
354,4020-KIUDI,hasTechSupport,No internet service
355,4020-KIUDI,hasDeviceProtection,No internet service
356,4020-KIUDI,hasOnlineBackup,No internet service
357,4020-KIUDI,hasOnlineSecurity,No internet service
358,4020-KIUDI,hasInternetService,False
359,4020-KIUDI,hasMultipleLines,False
360,4020-KIUDI,hasPhoneService,True
361,4020-KIUDI,hasTenure,6
362,4020-KIUDI,hasDependents,True
363,4020-KIUDI,hasPartner,True
364,4020-KIUDI,SeniorCitizen,False
365,4020-KIUDI,hasLongitude,-118.292061
366,4020-KIUDI,hasLatitude,33.952714
367,4020-KIUDI,hasGender,Male
368,8434-VGEQQ,hasZipCode,93434
369,8434-VGEQQ,hasChurned,False
370,8434-VGEQQ,totalCharges,1305.95
371,8434-VGEQQ,hasMonthlyCharges,20.55
372,8434-VGEQQ,usesPaymentMethod,Credit card (automatic)
373,8434-VGEQQ,hasPaperlessBilling,False
374,8434-VGEQQ,hasContractType,Two year
375,8434-VGEQQ,hasStreamingMovies,No internet service
376,8434-VGEQQ,hasStreamingTV,No internet service
377,8434-VGEQQ,hasTechSupport,No internet service
378,8434-VGEQQ,hasDeviceProtection,No internet service
379,8434-VGEQQ,hasOnlineBackup,No internet service
380,8434-VGEQQ,hasOnlineSecurity,No internet service
381,8434-VGEQQ,hasInternetService,False
382,8434-VGEQQ,hasMultipleLines,False
383,8434-VGEQQ,hasPhoneService,True
384,8434-VGEQQ,hasTenure,61
385,8434-VGEQQ,hasDependents,False
386,8434-VGEQQ,hasPartner,True
387,8434-VGEQQ,SeniorCitizen,False
388,8434-VGEQQ,hasLongitude,-120.594655
389,8434-VGEQQ,hasLatitude,34.936
390,8434-VGEQQ,hasGender,Male
391,8033-VCZGH,hasZipCode,95376
392,8033-VCZGH,hasChurned,False
393,8033-VCZGH,totalCharges,5231.3
394,8033-VCZGH,hasMonthlyCharges,103.95
395,8033-VCZGH,usesPaymentMethod,Electronic check
396,8033-VCZGH,hasPaperlessBilling,True
397,8033-VCZGH,hasContractType,One year
398,8033-VCZGH,hasStreamingMovies,True
399,8033-VCZGH,hasStreamingTV,True
400,8033-VCZGH,hasTechSupport,False
401,8033-VCZGH,hasDeviceProtection,True
402,8033-VCZGH,hasOnlineBackup,False
403,8033-VCZGH,hasOnlineSecurity,True
404,8033-VCZGH,hasInternetService,Fiber optic
405,8033-VCZGH,hasMultipleLines,True
406,8033-VCZGH,hasPhoneService,True
407,8033-VCZGH,hasTenure,50
408,8033-VCZGH,hasDependents,False
409,8033-VCZGH,hasPartner,True
410,8033-VCZGH,SeniorCitizen,False
411,8033-VCZGH,hasLongitude,-121.446049
412,8033-VCZGH,hasLatitude,37.680968
413,8033-VCZGH,hasGender,Male
414,2065-MMKGR,hasZipCode,95619
415,2065-MMKGR,hasChurned,False
416,2065-MMKGR,totalCharges,2080.1
417,2065-MMKGR,hasMonthlyCharges,71.0
418,2065-MMKGR,usesPaymentMethod,Credit card (automatic)
419,2065-MMKGR,hasPaperlessBilling,True
420,2065-MMKGR,hasContractType,One year
421,2065-MMKGR,hasStreamingMovies,True
422,2065-MMKGR,hasStreamingTV,True
423,2065-MMKGR,hasTechSupport,False
424,2065-MMKGR,hasDeviceProtection,False
425,2065-MMKGR,hasOnlineBackup,False
426,2065-MMKGR,hasOnlineSecurity,False
427,2065-MMKGR,hasInternetService,DSL
428,2065-MMKGR,hasMultipleLines,True
429,2065-MMKGR,hasPhoneService,True
430,2065-MMKGR,hasTenure,29
431,2065-MMKGR,hasDependents,False
432,2065-MMKGR,hasPartner,False
433,2065-MMKGR,SeniorCitizen,False
434,2065-MMKGR,hasLongitude,-120.811852
435,2065-MMKGR,hasLatitude,38.683605
436,2065-MMKGR,hasGender,Female
437,5947-SGKCL,hasZipCode,91108
438,5947-SGKCL,hasChurned,False
439,5947-SGKCL,totalCharges,1559.25
440,5947-SGKCL,hasMonthlyCharges,105.35
441,5947-SGKCL,usesPaymentMethod,Bank transfer (automatic)
442,5947-SGKCL,hasPaperlessBilling,True
443,5947-SGKCL,hasContractType,Month-to-month
444,5947-SGKCL,hasStreamingMovies,True
445,5947-SGKCL,hasStreamingTV,True
446,5947-SGKCL,hasTechSupport,False
447,5947-SGKCL,hasDeviceProtection,True
448,5947-SGKCL,hasOnlineBackup,True
449,5947-SGKCL,hasOnlineSecurity,False
450,5947-SGKCL,hasInternetService,Fiber optic
451,5947-SGKCL,hasMultipleLines,True
452,5947-SGKCL,hasPhoneService,True
453,5947-SGKCL,hasTenure,15
454,5947-SGKCL,hasDependents,True
455,5947-SGKCL,hasPartner,True
456,5947-SGKCL,SeniorCitizen,False
457,5947-SGKCL,hasLongitude,-118.112911
458,5947-SGKCL,hasLatitude,34.122671
459,5947-SGKCL,hasGender,Female
460,6671-NGWON,hasZipCode,94929
461,6671-NGWON,hasChurned,False
462,6671-NGWON,totalCharges,150.6
463,6671-NGWON,hasMonthlyCharges,20.35
464,6671-NGWON,usesPaymentMethod,Mailed check
465,6671-NGWON,hasPaperlessBilling,False
466,6671-NGWON,hasContractType,Month-to-month
467,6671-NGWON,hasStreamingMovies,No internet service
468,6671-NGWON,hasStreamingTV,No internet service
469,6671-NGWON,hasTechSupport,No internet service
470,6671-NGWON,hasDeviceProtection,No internet service
471,6671-NGWON,hasOnlineBackup,No internet service
472,6671-NGWON,hasOnlineSecurity,No internet service
473,6671-NGWON,hasInternetService,False
474,6671-NGWON,hasMultipleLines,False
475,6671-NGWON,hasPhoneService,True
476,6671-NGWON,hasTenure,7
477,6671-NGWON,hasDependents,False
478,6671-NGWON,hasPartner,False
479,6671-NGWON,SeniorCitizen,False
480,6671-NGWON,hasLongitude,-122.956268
481,6671-NGWON,hasLatitude,38.24458
482,6671-NGWON,hasGender,Female
483,9848-JQJTX,hasZipCode,90291
484,9848-JQJTX,hasChurned,False
485,9848-JQJTX,totalCharges,7459.05
486,9848-JQJTX,hasMonthlyCharges,100.9
487,9848-JQJTX,usesPaymentMethod,Bank transfer (automatic)
488,9848-JQJTX,hasPaperlessBilling,True
489,9848-JQJTX,hasContractType,Two year
490,9848-JQJTX,hasStreamingMovies,True
491,9848-JQJTX,hasStreamingTV,True
492,9848-JQJTX,hasTechSupport,False
493,9848-JQJTX,hasDeviceProtection,True
494,9848-JQJTX,hasOnlineBackup,True
495,9848-JQJTX,hasOnlineSecurity,False
496,9848-JQJTX,hasInternetService,Fiber optic
497,9848-JQJTX,hasMultipleLines,True
498,9848-JQJTX,hasPhoneService,True
499,9848-JQJTX,hasTenure,72
500,9848-JQJTX,hasDependents,False
501,9848-JQJTX,hasPartner,False
502,9848-JQJTX,SeniorCitizen,False
503,9848-JQJTX,hasLongitude,-118.479229
504,9848-JQJTX,hasLatitude,33.991782
505,9848-JQJTX,hasGender,Male
506,9932-WBWIK,hasZipCode,93240
507,9932-WBWIK,hasChurned,False
508,9932-WBWIK,totalCharges,215.25
509,9932-WBWIK,hasMonthlyCharges,20.35
510,9932-WBWIK,usesPaymentMethod,Mailed check
511,9932-WBWIK,hasPaperlessBilling,False
512,9932-WBWIK,hasContractType,Month-to-month
513,9932-WBWIK,hasStreamingMovies,No internet service
514,9932-WBWIK,hasStreamingTV,No internet service
515,9932-WBWIK,hasTechSupport,No internet service
516,9932-WBWIK,hasDeviceProtection,No internet service
517,9932-WBWIK,hasOnlineBackup,No internet service
518,9932-WBWIK,hasOnlineSecurity,No internet service
519,9932-WBWIK,hasInternetService,False
520,9932-WBWIK,hasMultipleLines,False
521,9932-WBWIK,hasPhoneService,True
522,9932-WBWIK,hasTenure,11
523,9932-WBWIK,hasDependents,False
524,9932-WBWIK,hasPartner,False
525,9932-WBWIK,SeniorCitizen,False
526,9932-WBWIK,hasLongitude,-118.466318
527,9932-WBWIK,hasLatitude,35.607875
528,9932-WBWIK,hasGender,Male
529,2209-XADXF,hasZipCode,95573
530,2209-XADXF,hasChurned,False
531,2209-XADXF,totalCharges,25.25
532,2209-XADXF,hasMonthlyCharges,25.25
533,2209-XADXF,usesPaymentMethod,Bank transfer (automatic)
534,2209-XADXF,hasPaperlessBilling,False
535,2209-XADXF,hasContractType,Month-to-month
536,2209-XADXF,hasStreamingMovies,False
537,2209-XADXF,hasStreamingTV,False
538,2209-XADXF,hasTechSupport,False
539,2209-XADXF,hasDeviceProtection,False
540,2209-XADXF,hasOnlineBackup,False
541,2209-XADXF,hasOnlineSecurity,False
542,2209-XADXF,hasInternetService,DSL
543,2209-XADXF,hasMultipleLines,No phone service
544,2209-XADXF,hasPhoneService,False
545,2209-XADXF,hasTenure,1
546,2209-XADXF,hasDependents,False
547,2209-XADXF,hasPartner,False
548,2209-XADXF,SeniorCitizen,False
549,2209-XADXF,hasLongitude,-123.655847
550,2209-XADXF,hasLatitude,40.949012
551,2209-XADXF,hasGender,Female
552,6096-EGVTU,hasZipCode,95120
553,6096-EGVTU,hasChurned,False
554,6096-EGVTU,totalCharges,1595.5
555,6096-EGVTU,hasMonthlyCharges,24.9
556,6096-EGVTU,usesPaymentMethod,Mailed check
557,6096-EGVTU,hasPaperlessBilling,False
558,6096-EGVTU,hasContractType,One year
559,6096-EGVTU,hasStreamingMovies,No internet service
560,6096-EGVTU,hasStreamingTV,No internet service
561,6096-EGVTU,hasTechSupport,No internet service
562,6096-EGVTU,hasDeviceProtection,No internet service
563,6096-EGVTU,hasOnlineBackup,No internet service
564,6096-EGVTU,hasOnlineSecurity,No internet service
565,6096-EGVTU,hasInternetService,False
566,6096-EGVTU,hasMultipleLines,True
567,6096-EGVTU,hasPhoneService,True
568,6096-EGVTU,hasTenure,64
569,6096-EGVTU,hasDependents,True
570,6096-EGVTU,hasPartner,True
571,6096-EGVTU,SeniorCitizen,False
572,6096-EGVTU,hasLongitude,-121.843554
573,6096-EGVTU,hasLatitude,37.186141
574,6096-EGVTU,hasGender,Female
575,2791-SFVEW,hasZipCode,90013
576,2791-SFVEW,hasChurned,False
577,2791-SFVEW,totalCharges,238.15
578,2791-SFVEW,hasMonthlyCharges,20.15
579,2791-SFVEW,usesPaymentMethod,Bank transfer (automatic)
580,2791-SFVEW,hasPaperlessBilling,False
581,2791-SFVEW,hasContractType,Month-to-month
582,2791-SFVEW,hasStreamingMovies,No internet service
583,2791-SFVEW,hasStreamingTV,No internet service
584,2791-SFVEW,hasTechSupport,No internet service
585,2791-SFVEW,hasDeviceProtection,No internet service
586,2791-SFVEW,hasOnlineBackup,No internet service
587,2791-SFVEW,hasOnlineSecurity,No internet service
588,2791-SFVEW,hasInternetService,False
589,2791-SFVEW,hasMultipleLines,False
590,2791-SFVEW,hasPhoneService,True
591,2791-SFVEW,hasTenure,9
592,2791-SFVEW,hasDependents,False
593,2791-SFVEW,hasPartner,False
594,2791-SFVEW,SeniorCitizen,False
595,2791-SFVEW,hasLongitude,-118.240413
596,2791-SFVEW,hasLatitude,34.044639
597,2791-SFVEW,hasGender,Female
598,8857-CUPFQ,hasZipCode,95254
599,8857-CUPFQ,hasChurned,False
600,8857-CUPFQ,totalCharges,1237.65
601,8857-CUPFQ,hasMonthlyCharges,19.25
602,8857-CUPFQ,usesPaymentMethod,Mailed check
603,8857-CUPFQ,hasPaperlessBilling,False
604,8857-CUPFQ,hasContractType,Two year
605,8857-CUPFQ,hasStreamingMovies,No internet service
606,8857-CUPFQ,hasStreamingTV,No internet service
607,8857-CUPFQ,hasTechSupport,No internet service
608,8857-CUPFQ,hasDeviceProtection,No internet service
609,8857-CUPFQ,hasOnlineBackup,No internet service
610,8857-CUPFQ,hasOnlineSecurity,No internet service
611,8857-CUPFQ,hasInternetService,False
612,8857-CUPFQ,hasMultipleLines,False
613,8857-CUPFQ,hasPhoneService,True
614,8857-CUPFQ,hasTenure,63
615,8857-CUPFQ,hasDependents,False
616,8857-CUPFQ,hasPartner,True
617,8857-CUPFQ,SeniorCitizen,False
618,8857-CUPFQ,hasLongitude,-120.957842
619,8857-CUPFQ,hasLatitude,38.192608
