,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
33,15813871,690,France,Male,47,2,0.0,2,True,False,151375.73,False
34,15781034,796,Spain,Male,67,5,0.0,2,False,True,54871.02,False
35,15773876,655,France,Female,34,3,0.0,2,True,False,159638.77,False
36,15644934,466,France,Male,26,9,105522.06,1,True,False,10842.46,False
37,15657214,601,France,Male,74,2,0.0,2,False,True,51554.58,False
38,15682084,680,France,Male,31,9,0.0,2,True,False,36145.53,False
39,15584288,629,France,Female,33,6,0.0,2,True,True,59129.72,False
40,15801441,670,Germany,Female,35,2,79585.96,1,False,True,198802.9,False
41,15577657,732,France,Male,41,8,0.0,2,True,True,170886.17,False
42,15767722,593,France,Female,39,0,117704.73,1,True,False,197933.5,False
43,15745417,707,France,Male,58,6,89685.92,1,False,True,126471.13,False
44,15662865,658,Spain,Male,36,1,0.0,2,False,True,84927.42,False
45,15645136,744,Spain,Male,30,1,128065.12,1,True,False,121525.48,False
46,15710397,584,France,Male,26,4,0.0,2,True,False,147600.54,False
47,15605215,767,France,Male,48,9,0.0,2,False,True,175458.21,False
48,15656322,571,Germany,Male,33,3,71843.15,1,True,False,26772.04,False
49,15693259,676,France,Male,30,1,128207.23,1,True,True,55400.17,False
50,15814268,444,France,Female,40,5,84350.07,1,True,False,143835.76,False
51,15642093,646,France,Male,30,7,0.0,2,True,False,153566.97,False
52,15625904,624,France,Male,26,9,74681.9,2,False,False,31231.35,False
53,15803406,748,France,Female,26,1,77780.29,1,False,True,183049.41,False
54,15656029,609,France,Male,37,6,0.0,2,False,True,22030.72,False
55,15794187,695,France,Male,36,6,114007.5,2,True,False,118120.88,False
56,15775082,749,France,Male,42,1,129776.72,2,False,True,143538.51,False
57,15791172,672,Germany,Female,21,1,35741.69,1,True,False,28789.94,False
58,15572356,689,Spain,Male,73,1,108555.07,1,False,True,167969.15,False
59,15764892,590,Spain,Female,51,10,84474.62,2,True,True,190937.09,False
60,15704081,595,Germany,Male,30,9,130682.11,2,True,True,57862.88,False
61,15620103,660,France,Female,40,8,167181.01,1,True,True,185156.94,False
62,15627328,542,Spain,Female,26,2,0.0,2,True,True,54869.54,False
63,15639252,603,Spain,Male,30,6,129548.5,2,True,True,19282.85,False
64,15670943,778,Germany,Male,31,9,182275.23,2,True,False,190631.23,False
65,15643826,503,France,Male,32,4,0.0,2,True,True,153036.97,False
66,15763579,702,Germany,Female,36,2,105264.88,2,True,True,52909.87,False
67,15679813,727,Spain,Male,28,1,0.0,1,True,False,40357.39,False
68,15706552,533,France,Male,36,7,85311.7,1,False,True,156731.91,False
69,15652948,738,France,Male,33,4,92676.3,1,True,False,105817.63,False
70,15657881,784,France,Male,38,5,136712.91,1,False,True,169920.92,False
71,15735346,527,Germany,Female,41,10,136733.24,1,True,True,57589.29,False
72,15677117,629,France,Female,61,6,0.0,2,True,True,133672.61,False
73,15805212,806,France,Female,67,1,0.0,2,False,True,103945.58,False
74,15698664,567,Spain,Male,43,2,115643.58,2,False,False,174606.35,False
75,15763171,650,Germany,Female,25,2,114330.95,1,True,True,25325.07,False
76,15686255,738,Germany,Male,35,6,101744.84,1,False,False,85185.44,False
77,15810878,537,Spain,Female,38,6,141786.78,1,False,True,147797.54,False
78,15654519,680,France,Male,31,1,0.0,2,True,True,3148.2,False
79,15774155,662,Germany,Male,33,0,103471.52,1,True,True,162703.0,False
80,15757933,733,Germany,Female,30,1,102452.71,1,True,False,21556.95,False
81,15792365,501,France,Male,44,4,142051.07,2,False,True,74940.5,False
82,15766667,717,Spain,Male,36,2,102989.83,2,False,True,49185.57,False
83,15691950,591,France,Male,49,3,0.0,2,True,False,50123.44,False
84,15647099,633,France,Female,37,9,156091.97,1,True,False,72008.61,False
85,15587596,628,Spain,Female,39,8,107553.33,1,True,False,117523.41,False
86,15805104,743,France,Female,73,6,0.0,2,False,True,107867.38,False
87,15682528,572,France,Male,33,5,0.0,1,False,True,41139.05,False
88,15808473,673,France,Male,72,1,0.0,2,False,True,111981.19,False
89,15578825,734,France,Female,29,0,139994.66,1,True,False,17744.72,False
90,15647546,688,Germany,Female,40,8,150679.71,2,False,True,196226.38,False
91,15771636,793,Spain,Female,36,0,0.0,1,False,False,148993.47,False
92,15593622,635,France,Male,43,10,122198.21,2,False,True,179144.54,False
93,15614635,582,France,Male,52,2,151457.88,1,False,True,40893.61,False
94,15764253,742,France,Male,32,6,160485.16,1,True,False,29023.03,False
95,15730150,540,Spain,Male,37,0,120825.7,1,True,False,28257.89,False
96,15624437,825,Spain,Female,32,1,0.0,2,True,True,42935.15,False
97,15687959,573,Spain,Female,44,4,0.0,1,True,True,94862.93,False
98,15808930,531,France,Female,37,1,0.0,1,True,False,4606.97,False
99,15585388,660,Germany,Male,31,9,125189.75,2,True,True,139874.43,False
100,15783444,788,France,Female,39,3,135139.33,1,False,True,113086.08,False
101,15682523,762,France,Male,20,1,139432.55,1,True,True,85606.83,False
102,15788659,695,France,Male,46,4,0.0,2,True,True,137537.22,False
103,15660608,699,France,Male,44,8,158697.61,1,True,False,107181.22,False
104,15692664,677,France,Female,58,1,90022.85,1,False,True,2988.28,False
105,15592091,620,Spain,Male,31,2,166833.86,2,True,True,135171.6,False
106,15721433,664,France,Female,38,4,74306.19,2,True,False,154395.56,False
107,15635097,599,Germany,Male,39,2,188976.89,2,False,True,176142.09,False
108,15782231,521,France,Male,38,6,0.0,2,True,False,51454.06,False
109,15714658,696,France,Female,33,4,0.0,2,True,True,73371.65,False
110,15731267,797,France,Male,37,4,75263.7,1,True,False,85801.77,False
111,15628863,601,France,Male,38,4,60013.81,1,True,True,38020.05,False
112,15656286,794,France,Male,33,0,0.0,2,False,False,178122.71,False
113,15628308,850,France,Female,24,6,0.0,2,True,True,13159.9,False
114,15704315,556,France,Male,34,8,163757.06,1,True,True,104000.06,False
115,15614137,685,France,Female,40,7,0.0,2,True,False,103898.59,False
116,15647191,677,France,Male,36,4,0.0,2,True,False,7824.31,False
117,15643794,639,Spain,Female,27,2,0.0,1,True,True,82938.99,False
118,15730460,722,France,Male,37,2,0.0,1,False,False,120906.83,False
119,15807335,676,Spain,Female,64,4,116954.32,1,True,True,91149.48,False
120,15741275,623,France,Female,57,7,71481.79,2,True,True,84421.34,False
121,15792607,769,France,Female,38,2,0.0,2,False,False,75578.67,False
122,15581539,474,Spain,Male,37,3,0.0,2,False,False,57175.32,False
123,15680736,597,Germany,Female,72,6,124978.19,2,True,True,7144.46,False
124,15567078,789,France,Female,27,8,66201.96,1,True,True,79458.12,False
125,15605263,552,France,Male,33,5,140931.57,1,False,True,10921.5,False
126,15754874,700,France,Male,26,4,119009.57,1,True,False,141926.43,False
127,15773277,676,France,Male,35,5,106836.67,2,True,False,84199.78,False
128,15724719,550,France,Female,22,7,139096.85,1,True,False,129890.94,False
129,15719579,670,Germany,Female,33,9,84521.48,2,False,True,198017.05,False
130,15770424,541,Germany,Male,40,7,95710.11,2,True,False,49063.42,False
131,15801630,558,France,Male,40,6,0.0,2,True,False,173844.89,False
132,15794236,642,Germany,Male,22,10,111812.52,2,True,True,183045.46,False
133,15753895,590,Spain,Male,37,1,0.0,2,False,False,133535.99,False
134,15808566,516,France,Male,46,2,0.0,2,True,True,169122.54,False
135,15688637,592,France,Female,27,4,0.0,2,True,True,183569.25,False
136,15603674,803,France,Male,36,1,0.0,2,True,True,149370.93,False
137,15763107,700,France,Female,30,9,0.0,1,True,True,174971.64,False
138,15620323,652,Spain,Female,42,3,83492.07,2,True,False,37914.12,False
139,15635125,566,Spain,Male,63,2,120787.18,2,True,True,52198.84,False
140,15756992,701,France,Male,37,1,0.0,2,True,False,163457.55,False
141,15702715,747,France,Female,34,10,0.0,2,True,True,50759.8,False
142,15750602,662,France,Male,29,5,147092.65,1,True,False,10928.3,False
143,15569247,727,Spain,Female,57,1,109679.72,1,False,True,753.37,False
144,15679587,666,France,Female,34,9,115897.12,1,True,True,25095.03,False
145,15628420,660,Spain,Male,33,2,80462.24,1,False,False,150422.35,False
146,15670492,737,France,Male,28,8,0.0,2,True,False,106390.01,False
147,15790442,631,Spain,Male,33,2,0.0,2,True,True,158268.84,False
148,15698510,468,Germany,Male,42,9,181627.14,2,True,False,172668.39,False
149,15709256,850,France,Female,28,9,0.0,2,True,True,164864.67,False
150,15674851,622,France,Male,38,5,0.0,2,False,False,105295.77,False
151,15604119,850,Spain,Male,35,7,110349.82,1,False,False,126355.8,False
152,15756299,741,France,Female,64,2,69311.16,1,True,True,59237.72,False
153,15622305,746,Germany,Female,33,2,107868.14,2,True,True,146192.4,False
154,15666173,793,Germany,Female,32,1,96408.98,1,True,True,138191.81,False
155,15750264,757,Germany,Male,30,6,105128.85,2,True,True,62972.13,False
156,15802220,599,Spain,Male,35,6,137102.65,1,False,False,76870.81,False
157,15646302,705,France,Female,24,7,100169.51,1,True,False,121408.55,False
158,15764841,623,France,Female,35,0,130557.24,1,True,True,47880.71,False
159,15722535,457,France,Female,33,7,127837.54,1,False,True,60013.17,False
160,15814035,601,France,Male,29,9,0.0,1,True,True,80393.27,False
161,15571002,706,France,Female,44,4,129605.99,1,False,False,69865.49,False
162,15605531,457,Spain,Female,38,6,0.0,2,True,False,173219.09,False
163,15795738,789,France,Male,31,4,175477.15,1,True,True,172832.9,False
164,15737782,562,France,Male,29,9,0.0,1,True,True,25858.68,False
165,15790750,592,Germany,Male,36,10,123187.51,1,False,True,146111.35,False
166,15778861,720,Spain,Male,33,6,97188.62,1,False,False,91881.29,False
167,15611635,678,Spain,Female,39,6,0.0,1,False,True,185366.56,False
168,15645496,648,France,Female,43,7,139972.18,1,True,False,143668.58,False
169,15653521,850,Germany,Female,40,7,104449.8,1,True,True,747.88,False
170,15717935,589,France,Female,21,3,0.0,2,False,True,55601.44,False
171,15813911,809,France,Female,39,5,0.0,1,True,False,77705.75,False
172,15667554,605,France,Male,35,6,0.0,2,True,True,45206.57,False
173,15640865,636,Germany,Female,31,9,80844.69,2,True,True,74641.9,False
174,15679804,636,France,Male,36,5,117559.05,2,True,True,111573.3,False
175,15685096,753,France,Female,50,4,0.0,2,True,True,861.4,False
176,15634373,764,France,Male,30,5,0.0,2,False,True,105155.66,False
177,15723153,708,Spain,Male,33,3,0.0,2,True,False,138613.21,False
178,15693526,618,France,Female,40,0,0.0,1,True,False,119059.13,False
179,15744843,569,Spain,Female,34,6,144855.34,1,False,False,196555.32,False
180,15598846,700,France,Female,44,2,58781.76,1,True,False,16874.92,False
181,15694125,669,France,Male,57,5,0.0,2,True,True,56875.76,False
182,15748589,736,France,Female,30,9,0.0,2,True,False,34180.33,False
183,15793196,759,France,Male,41,9,0.0,2,False,True,190294.12,False
184,15804104,494,France,Male,28,9,114731.76,2,False,True,79479.74,False
185,15677382,625,Spain,Female,69,1,107569.96,1,True,True,182336.45,False
186,15693337,683,Spain,Male,41,0,148863.17,1,True,True,163911.32,False
187,15627859,607,Germany,Male,29,7,102609.0,1,True,False,163257.44,False
188,15579109,574,Germany,Male,35,5,163856.76,1,True,True,15118.2,False
189,15604355,519,France,Male,39,1,97700.02,1,True,True,30709.03,False
190,15625716,637,France,Female,33,9,113913.53,1,False,True,65316.5,False
191,15803457,750,France,Female,32,5,0.0,2,True,False,95611.47,False
192,15668504,770,France,Male,36,2,89800.14,1,True,True,105922.69,False
193,15595713,548,Spain,Male,33,6,0.0,1,True,True,31728.35,False
194,15792180,566,Germany,Male,22,7,144954.75,2,True,False,102246.0,False
195,15642394,529,Spain,Male,35,5,0.0,2,True,True,187288.5,False
196,15737977,527,France,Female,25,6,0.0,2,False,True,96758.58,False
197,15684469,841,Germany,Male,32,2,117070.21,1,True,False,113482.2,False
198,15693264,583,France,Female,29,10,0.0,2,True,True,111285.85,False
199,15805112,578,France,Male,38,7,82259.29,1,True,False,8996.97,False
200,15686137,456,Spain,Male,32,9,147506.25,1,True,True,135399.21,False
201,15784491,725,France,Female,31,6,0.0,1,False,False,61326.43,False
202,15594864,752,Germany,Male,30,4,81523.38,1,True,True,36885.85,False
203,15790782,661,Spain,Male,39,6,132628.98,1,False,False,38812.67,False
204,15650258,479,France,Female,35,2,113090.4,1,True,False,195649.79,False
205,15757912,722,Germany,Female,37,0,125977.81,1,False,False,160162.42,False
206,15725429,623,Germany,Male,33,8,96759.42,1,True,True,174777.98,False
207,15774744,664,Germany,Male,33,7,97286.16,2,True,False,143433.33,False
208,15775430,651,Germany,Male,31,7,138008.06,2,True,False,129912.74,False
209,15653620,546,France,Female,27,8,0.0,2,True,True,14858.1,False
210,15669219,588,Germany,Male,35,3,104356.38,1,True,False,94498.82,False
211,15732020,610,Germany,Male,57,6,106938.11,2,False,True,186612.47,False
212,15610653,733,Spain,Female,38,5,0.0,2,True,True,1271.51,False
213,15722533,716,France,Female,40,3,0.0,2,False,True,167636.15,False
214,15718780,650,Spain,Female,32,4,79450.09,1,True,True,118324.75,False
215,15641575,577,France,Male,37,2,127261.35,1,True,False,56185.05,False
216,15764351,668,Germany,Female,59,5,120170.07,1,False,True,50454.8,False
217,15584928,594,Germany,Female,32,4,120074.97,2,True,True,162961.79,False
218,15592994,651,France,Female,65,0,0.0,2,True,True,190454.04,False
219,15613337,833,France,Male,47,2,0.0,2,True,True,182247.77,False
220,15812184,674,France,Female,31,1,0.0,1,True,False,128954.05,False
221,15736769,663,France,Female,27,9,0.0,2,True,False,150850.29,False
222,15711181,589,France,Female,50,4,0.0,2,False,True,182076.97,False
223,15594084,524,France,Male,22,9,0.0,2,True,False,74405.34,False
224,15569438,607,Germany,Male,36,10,106702.94,2,False,False,198313.69,False
225,15812279,634,France,Male,37,5,115345.86,2,False,False,168781.8,False
226,15800229,695,Germany,Male,40,7,139022.24,1,False,True,193383.13,False
227,15750874,676,France,Male,31,3,78990.15,1,True,True,124777.14,False
228,15735222,705,Spain,Female,23,5,0.0,2,True,True,73131.73,False
229,15762216,686,France,Female,41,4,129553.76,2,True,False,187599.8,False
230,15756071,756,France,Male,34,1,103133.26,1,True,True,90059.04,False
231,15678427,696,Germany,Female,27,2,96129.32,2,True,True,5983.7,False
232,15633141,696,Germany,Female,35,4,174902.26,1,True,False,69079.85,False
233,15646262,622,France,Male,31,7,0.0,1,True,False,35408.77,False
234,15676715,640,France,Male,68,9,0.0,2,True,True,199493.38,False
235,15726313,687,Spain,Female,50,5,0.0,2,True,False,110230.4,False
236,15711254,452,France,Female,35,7,0.0,2,True,False,164241.67,False
237,15798709,588,Spain,Male,32,3,109109.33,1,False,True,4993.94,False
238,15671917,666,France,Male,46,5,123873.19,1,True,True,177844.06,False
239,15805627,670,France,Male,37,2,0.0,2,True,True,54229.74,False
240,15806332,484,Spain,Female,39,5,0.0,2,True,True,175224.12,False
241,15590344,708,Germany,Male,32,3,151691.44,2,True,True,172810.51,False
242,15611223,752,Germany,Female,38,10,101648.5,2,True,False,172001.44,False
243,15799357,727,France,Male,35,5,136364.46,1,False,False,142754.71,False
244,15676869,657,Spain,Male,36,8,0.0,2,False,True,123866.43,False
245,15697678,590,Germany,Male,36,6,92340.69,2,True,True,174667.58,False
246,15610903,560,Spain,Female,31,5,125341.69,1,True,False,79547.39,False
247,15761158,719,France,Female,54,7,0.0,2,True,True,125041.52,False
248,15753719,547,Germany,Female,30,9,72392.41,1,True,False,77077.14,False
249,15615219,518,France,Male,59,5,138772.15,1,False,True,123872.0,False
250,15661936,513,France,Male,40,3,141004.46,1,True,False,105028.46,False
251,15572956,683,France,Male,36,5,115350.63,1,True,True,122305.91,False
252,15584505,580,France,Female,23,5,113923.81,2,False,False,196241.43,False
253,15747000,592,France,Male,27,3,0.0,2,True,True,19645.65,False
254,15746127,572,France,Female,47,2,0.0,2,True,False,36099.7,False
255,15650924,761,Spain,Female,32,4,103515.39,2,True,True,177622.38,False
256,15589361,716,Spain,Male,34,9,0.0,1,True,True,66695.71,False
257,15715160,439,France,Male,36,2,165536.28,2,True,True,123956.83,False
258,15793346,602,France,Female,72,3,0.0,2,True,True,171260.66,False
259,15660871,665,France,Male,28,8,137300.23,1,True,False,90174.83,False
260,15693200,752,France,Female,36,7,0.0,2,True,False,184866.86,False
261,15801920,727,Germany,Male,39,5,80615.46,2,False,False,180962.32,False
262,15808905,823,France,Male,37,5,164858.18,1,True,True,173516.71,False
263,15640953,611,France,Female,26,2,107508.93,2,True,True,120801.65,False
264,15689633,845,Spain,Female,38,2,112803.92,1,True,False,179631.85,False
265,15676353,598,France,Male,35,8,114212.6,1,True,True,74322.85,False
266,15810995,526,Germany,Male,34,3,122726.56,1,True,True,46772.36,False
267,15660840,723,France,Male,30,3,124119.54,1,True,False,162198.32,False
268,15677305,490,France,Female,35,7,107749.03,1,True,True,3937.37,False
269,15581479,523,France,Male,30,1,83181.29,1,True,True,138176.78,False
270,15702061,654,France,Male,29,7,0.0,2,True,True,149184.15,False
271,15742172,598,Germany,Male,32,9,123938.6,2,True,False,198894.42,False
272,15700223,806,France,Male,48,4,164701.68,1,True,True,21439.49,False
273,15652180,582,France,Male,30,2,0.0,2,True,True,132029.95,False
274,15567991,794,Spain,Male,31,0,144880.34,2,False,True,175643.44,False
275,15660688,701,Spain,Female,35,9,0.0,2,False,False,170996.86,False
276,15628203,637,France,Female,38,3,104339.56,1,False,False,119882.86,False
277,15763544,673,France,Male,47,1,0.0,2,False,False,108762.16,False
278,15689751,666,France,Female,31,2,79589.43,1,False,False,4050.57,False
279,15737792,818,France,Female,31,1,186796.37,1,False,False,178252.63,False
280,15742285,559,France,Male,62,6,118756.62,1,True,True,20367.68,False
281,15608804,824,Germany,Male,49,8,133231.48,1,True,True,67885.37,False
282,15759733,774,France,Female,26,5,0.0,2,True,True,64716.08,False
283,15794841,739,Spain,Male,19,5,89750.21,1,True,False,193008.52,False
284,15594928,798,Germany,Female,38,4,129055.13,1,True,False,157147.59,False
285,15588923,591,France,Female,33,4,113743.37,1,True,False,124625.08,False
286,15605622,841,Spain,Male,28,4,0.0,2,True,True,179436.6,False
287,15735439,449,Spain,Female,31,1,113693.0,1,False,False,82796.29,False
288,15724127,790,France,Female,26,4,141581.71,2,False,False,98309.27,False
289,15637240,541,France,Male,46,4,124547.13,2,True,False,94499.06,False
290,15640464,605,France,Male,41,5,91612.91,1,True,True,28427.84,False
291,15595640,698,France,Male,37,8,0.0,2,False,False,145004.39,False
292,15653448,754,France,Male,34,7,0.0,2,True,True,65219.85,False
293,15661591,413,Germany,Male,39,1,130969.77,2,True,True,158891.79,False
294,15782144,522,France,Female,34,3,0.0,2,True,True,3894.34,False
295,15808189,449,France,Male,52,6,0.0,2,False,True,123622.0,False
296,15762682,709,Spain,Female,35,1,111827.27,2,True,False,12674.68,False
297,15735632,571,France,Male,41,8,0.0,1,True,True,63736.17,False
298,15800215,658,France,Male,25,3,0.0,2,False,True,173948.4,False
299,15774738,632,France,Male,44,3,107764.75,1,True,False,185667.72,False
300,15584190,704,France,Male,36,7,120026.98,2,False,True,100601.73,False
301,15624528,664,Germany,Male,26,7,116244.14,2,True,True,95145.14,False
302,15729362,745,France,Male,36,8,67226.37,1,True,False,130789.6,False
303,15694253,686,France,Female,41,7,152105.57,2,False,True,132374.41,False
304,15801466,574,France,Female,39,2,122524.61,2,True,False,88463.63,False
305,15595917,580,France,Female,35,1,102097.33,1,False,True,168285.85,False
306,15815259,835,France,Female,56,2,0.0,2,True,True,39820.13,False
307,15747542,605,France,Male,52,7,0.0,2,True,True,173952.5,False
308,15737647,775,Germany,Female,77,6,135120.56,1,True,False,37836.64,False
309,15645778,670,Spain,Male,42,3,81589.04,1,True,False,188227.8,False
310,15600379,608,Spain,Male,34,7,86656.13,1,False,True,59890.29,False
311,15763625,793,Spain,Male,41,9,0.0,2,True,False,152153.74,False
312,15813504,543,Germany,Female,25,1,146566.01,1,False,True,161407.48,False
313,15798834,719,Spain,Female,32,7,0.0,1,False,False,76264.27,False
314,15774262,597,Germany,Male,52,8,83693.34,2,True,True,161083.53,False
315,15738248,662,France,Female,37,5,0.0,2,True,False,151871.84,False
316,15763055,572,Spain,Male,31,5,98108.79,1,False,True,119996.95,False
317,15688210,670,France,Female,39,8,101928.51,1,False,False,89205.54,False
318,15752622,729,France,Female,32,7,38550.06,1,False,True,179230.23,False
319,15613816,539,Spain,Female,39,6,62052.28,1,False,True,59755.14,False
320,15694288,468,Spain,Male,28,3,0.0,2,True,False,170661.02,False
321,15723873,657,Spain,Male,31,3,125167.02,1,False,False,98820.39,False
322,15738174,452,France,Female,32,5,0.0,2,False,True,75279.39,False
323,15751549,658,Germany,Male,31,2,77082.65,2,False,False,13482.28,False
324,15723654,773,France,Male,25,2,135903.33,1,True,False,73656.38,False
325,15569678,561,Germany,Male,32,6,166824.59,1,True,False,139451.98,False
326,15728078,609,France,Male,26,10,126392.18,1,False,True,43651.49,False
327,15661380,682,France,Male,69,6,0.0,2,False,True,149604.18,False
328,15581551,850,Spain,Male,41,8,132838.07,1,True,True,175347.28,False
329,15628279,624,France,Female,38,3,0.0,2,True,True,163666.85,False
330,15680666,579,Spain,Female,39,2,151963.26,2,True,False,158948.63,False
331,15679760,721,France,Male,46,1,115764.32,2,False,False,102950.79,False
332,15696900,505,Germany,Male,29,3,145541.56,2,True,True,58019.95,False
333,15648047,742,Germany,Male,27,5,190125.43,2,False,False,21793.59,False
334,15755863,630,Spain,Female,49,1,0.0,2,False,True,162858.29,False
335,15796834,652,Germany,Male,35,7,104015.54,2,True,True,55207.88,False
336,15597109,627,France,Male,70,1,94416.78,1,False,True,145299.5,False
337,15722409,693,Spain,Male,47,8,107604.66,1,True,True,80149.27,False
338,15810845,636,France,Male,42,2,0.0,2,True,True,55470.78,False
339,15624995,714,Spain,Female,31,6,152926.6,1,True,True,50899.91,False
340,15641595,685,Spain,Male,43,4,97392.18,2,True,False,43956.83,False
341,15715667,850,France,Female,32,7,0.0,2,False,False,155227.0,False
342,15581252,632,Spain,Female,29,7,80922.75,1,True,False,7820.78,False
343,15620936,787,France,Male,32,4,0.0,2,True,True,13238.93,False
344,15612667,680,Spain,Male,42,0,0.0,1,True,False,136377.21,False
345,15651020,473,France,Female,25,6,110666.42,2,False,False,46758.42,False
346,15757646,584,France,Male,35,9,0.0,2,True,False,192381.21,False
347,15763063,685,Spain,Female,25,10,128509.63,1,True,False,121562.33,False
348,15814940,642,Spain,Female,33,9,0.0,2,True,True,150475.14,False
349,15684198,551,France,Female,38,10,0.0,2,True,True,216.27,False
350,15778959,606,France,Female,36,10,0.0,2,False,True,155641.46,False
351,15644280,593,France,Male,45,4,138825.19,1,False,False,10828.78,False
352,15576360,600,France,Male,40,1,141136.79,1,True,True,67803.83,False
353,15709639,717,France,Female,22,5,112465.06,1,True,True,92977.75,False
354,15622461,562,France,Female,51,7,122822.0,2,False,False,32626.21,False
355,15587712,589,France,Male,36,8,114435.47,1,True,False,26955.72,False
356,15586848,706,France,Male,38,1,0.0,2,True,False,122379.54,False
357,15758831,754,France,Male,39,3,74896.33,1,False,False,34430.16,False
358,15685872,727,France,Female,29,1,146652.01,1,True,True,173486.39,False
359,15566380,586,Spain,Female,33,10,66948.67,2,True,True,140759.03,False
360,15651272,709,France,Male,38,5,0.0,2,True,True,81452.29,False
361,15622750,742,Germany,Female,21,1,114292.48,1,True,False,31520.4,False
362,15694296,631,France,Male,35,9,112392.45,2,True,False,24472.23,False
363,15748616,599,France,Male,27,5,0.0,2,True,False,30546.4,False
364,15618750,590,France,Male,31,8,112211.61,1,True,False,26261.42,False
365,15600821,721,France,Male,69,2,108424.19,1,True,True,178418.35,False
366,15717046,741,Spain,Male,53,3,0.0,2,True,True,38913.68,False
367,15804771,614,France,Male,51,4,40685.92,1,True,True,46775.28,False
368,15604348,710,Spain,Male,22,8,0.0,2,False,False,99645.04,False
369,15690079,591,Spain,Male,30,8,124857.69,2,False,False,50485.7,False
370,15589544,673,Spain,Female,57,4,0.0,2,True,True,49684.09,False
371,15810942,445,Germany,Female,61,2,137655.31,1,False,True,29909.84,False
372,15774258,678,France,Male,40,1,0.0,2,True,True,187343.4,False
373,15800890,554,France,Female,45,6,0.0,2,True,True,181204.5,False
374,15622443,549,France,Male,31,4,0.0,2,False,True,25684.85,False
375,15743759,619,France,Male,39,5,0.0,2,True,True,158444.61,False
376,15586821,727,France,Male,28,5,0.0,2,False,True,19653.08,False
377,15662238,822,France,Male,37,3,105563.0,1,True,False,182624.93,False
378,15679148,508,France,Male,44,3,115451.05,2,False,False,67234.33,False
379,15625522,700,Spain,Male,31,7,0.0,2,False,True,145151.96,False
380,15605737,541,France,Male,36,5,0.0,2,True,False,124795.84,False
381,15601796,645,France,Male,30,1,125739.26,1,True,True,193441.23,False
382,15609643,752,Germany,Male,32,9,115587.49,2,False,True,101677.46,False
383,15793197,676,France,Female,34,8,100359.54,1,False,False,46038.28,False
384,15710553,555,Germany,Male,48,3,142055.41,2,False,True,79134.78,False
385,15705301,683,France,Male,41,6,95696.52,2,True,True,184366.14,False
386,15725660,676,France,Male,20,1,80569.73,1,False,False,68621.98,False
387,15565779,627,Germany,Female,30,6,57809.32,1,True,False,188258.49,False
388,15599591,600,Germany,Female,39,7,88477.36,2,True,False,58632.37,False
389,15692977,612,Germany,Female,36,2,130700.92,2,False,False,77592.8,False
390,15749167,753,France,Male,35,3,0.0,2,True,True,184843.77,False
