,CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value
58,8328-SKJNO,Seeley,92273,32.790282,-115.689559,Male,False,False,True,23,False,No phone service,DSL,True,True,False,True,False,False,One year,False,Bank transfer (automatic),40.65,947.4,False
59,3552-CTCYF,San Bernardino,92411,34.122501,-117.320138,Male,False,True,True,63,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),104.8,6597.25,False
60,3705-RHRFR,Ukiah,95482,39.134075,-123.23422,Female,False,True,False,69,True,True,Fiber optic,True,False,False,False,True,True,Two year,False,Bank transfer (automatic),99.15,6875.35,False
61,6303-KFWSL,Los Angeles,90071,34.052917,-118.255178,Female,False,False,False,29,True,True,DSL,False,True,False,False,False,False,One year,True,Electronic check,55.25,1620.2,False
62,1060-ENTOF,Los Angeles,90028,34.099869,-118.326843,Female,True,True,False,67,True,True,Fiber optic,True,True,True,True,False,True,One year,True,Credit card (automatic),105.4,7035.6,False
63,3800-LYTRK,Point Reyes Station,94956,38.060264,-122.830646,Female,False,False,False,14,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,55.7,795.15,False
64,2946-KIQSP,Crescent City,95531,41.701223,-124.003393,Female,False,False,False,35,False,No phone service,DSL,False,False,True,True,False,False,Month-to-month,True,Mailed check,33.45,1175.85,False
65,8727-JQFHV,Dunsmuir,96025,41.212695,-122.392067,Male,False,True,True,57,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.75,1123.15,False
66,6727-IOTLZ,Pasadena,91101,34.146635,-118.139225,Male,False,True,False,14,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,81.95,1181.75,False
67,7321-VGNKU,Paskenta,96074,39.884395,-122.587513,Female,False,True,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.35,120.25,False
68,3572-UOLYZ,San Jose,95118,37.255479,-121.889838,Female,False,False,True,46,True,True,Fiber optic,False,False,True,True,False,False,Month-to-month,True,Bank transfer (automatic),84.8,3958.85,False
69,6300-BWMJX,Valencia,91355,34.43987,-118.644609,Female,False,True,False,59,True,True,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Electronic check,93.35,5386.5,False
70,3662-FXJFO,Redondo Beach,90278,33.873395,-118.37019,Female,False,False,False,54,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.5,1035.7,False
71,7619-PLRLP,Cardiff By The Sea,92007,33.015866,-117.272254,Female,False,True,False,53,True,True,DSL,True,True,True,False,False,True,One year,False,Bank transfer (automatic),74.1,3833.95,False
72,0314-TKOSI,Upland,91784,34.141146,-117.655583,Female,False,False,False,6,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Mailed check,55.15,322.9,False
73,6614-YWYSC,Sultana,93666,36.545353,-119.338535,Male,True,True,False,61,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.0,1501.75,False
74,7203-OYKCT,Palo Verde,92266,33.3249,-114.758334,Male,False,False,False,72,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,104.95,7544.3,False
75,6202-DYYFX,West Covina,91792,34.024405,-117.898722,Female,False,False,False,22,True,True,Fiber optic,False,False,False,False,False,False,One year,True,Credit card (automatic),76.0,1783.6,False
76,5649-RXQTV,Alderpoint,95511,40.166028,-123.584144,Male,False,False,False,51,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,99.0,5038.15,False
77,7633-MVPUY,Diamond Bar,91765,33.992416,-117.807874,Male,False,True,False,57,True,False,DSL,True,True,False,True,False,False,Two year,True,Electronic check,59.75,3450.15,False
78,8868-GAGIO,Sunnyvale,94089,37.421633,-122.009613,Male,False,True,False,45,True,True,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Mailed check,84.55,3713.95,False
79,4536-PLEQY,Los Angeles,90058,34.001617,-118.222274,Male,False,True,False,12,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Credit card (automatic),85.05,999.8,False
80,5360-LJCNJ,Tracy,95376,37.680968,-121.446049,Female,False,True,False,71,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),105.15,7555,False
81,2786-GCDPI,Pioneertown,92268,34.201108,-116.593456,Female,True,False,False,50,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,104.95,5222.35,False
82,2371-KFUOG,Escondido,92025,33.081478,-117.033814,Male,False,False,False,58,True,False,Fiber optic,True,True,False,False,True,True,One year,False,Bank transfer (automatic),99.15,5720.95,False
83,8433-WPJTV,French Camp,95231,37.873283,-121.292034,Female,True,True,True,65,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Bank transfer (automatic),103.9,6767.1,False
84,1635-NZATJ,Alameda,94501,37.774633,-122.274434,Male,True,True,False,71,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.45,1789.65,False
85,0839-JTCUD,Mission Viejo,92691,33.611945,-117.665867,Female,False,True,False,66,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.9,5958.85,False
86,6701-DHKWQ,Montrose,91020,34.2112,-118.230625,Female,False,True,False,61,False,No phone service,DSL,False,True,True,True,True,False,Two year,False,Credit card (automatic),51.35,3244.4,False
87,1121-QSIVB,Bakersfield,93309,35.342891,-119.064803,Female,False,False,True,44,True,True,DSL,False,True,False,False,True,True,One year,True,Mailed check,77.55,3471.1,False
88,2821-WARNZ,Buena Park,90620,33.845706,-118.012204,Female,False,False,True,49,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.45,921.3,False
89,2696-RZVZW,Downey,90242,33.921793,-118.140588,Male,False,True,False,68,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.05,1629.2,False
90,2027-CWDNU,Venice,90291,33.991782,-118.479229,Male,False,True,True,18,True,False,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Electronic check,85.6,1601.5,False
91,6484-LATFU,Linden,95236,38.047746,-121.030499,Male,False,False,False,68,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.55,1657.4,False
92,6202-JVYEU,Chino,91710,33.990646,-117.663025,Male,False,False,False,9,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,19.9,164.6,False
93,1052-QJIBV,Colfax,95713,39.084645,-120.894014,Female,False,True,True,71,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.9,1397.3,False
94,7375-WMVMT,Wildomar,92595,33.617108,-117.253349,Male,True,True,False,71,True,False,Fiber optic,False,True,True,True,False,True,Two year,True,Credit card (automatic),95.5,6707.15,False
95,8974-OVACP,Yermo,92398,35.013299,-116.834092,Female,False,False,False,1,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.15,20.15,False
96,1453-RZFON,Cantua Creek,93608,36.488056,-120.407691,Female,False,False,True,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,49.9,49.9,False
97,1061-PNTHC,Encinitas,92024,33.054579,-117.25665,Female,False,True,True,56,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Mailed check,109.6,5953,False
98,6267-DCFFZ,Madeline,96119,41.042003,-120.506086,Female,True,True,False,30,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,90.05,2627.2,False
99,6388-TABGU,Los Angeles,90011,34.00709,-118.258681,Male,False,False,False,62,True,False,DSL,True,True,False,False,False,False,One year,False,Bank transfer (automatic),56.15,3487.95,False
100,5512-IDZEI,Garden Grove,92841,33.786738,-117.982564,Male,False,True,False,46,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,24.9,1174.8,False
101,9631-XEYKE,Rialto,92377,34.156758,-117.404686,Male,False,False,False,3,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),50.4,137.25,False
102,1905-OEILC,Pebble Beach,93953,36.587497,-121.944815,Female,False,False,False,1,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.5,19.5,False
103,7688-AWMDX,San Diego,92131,32.89325,-117.087091,Male,False,True,False,71,True,False,DSL,True,False,False,True,False,False,Two year,False,Bank transfer (automatic),54.5,3778.2,False
104,2361-UPSND,Herlong,96113,40.198234,-120.18089,Female,False,True,False,46,True,False,DSL,True,True,False,True,False,True,One year,False,Mailed check,70.6,3231.05,False
105,6016-LVTJQ,Long Beach,90805,33.864622,-118.179626,Female,False,True,True,34,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.65,716.4,False
106,4194-WHFCB,Aromas,95004,36.878364,-121.629781,Female,False,True,True,59,True,True,Fiber optic,False,True,False,True,False,True,Month-to-month,True,Bank transfer (automatic),96.65,5580.8,False
107,7610-TVOPG,West Point,95255,38.41935,-120.469545,Male,False,False,False,15,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,26.35,378.6,False
108,5566-SOEZD,Madeline,96119,41.042003,-120.506086,Male,False,True,True,27,True,False,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),80.65,2209.75,False
109,9866-OCCKE,San Diego,92114,32.707892,-117.05512,Female,True,True,False,72,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Mailed check,109.75,8075.35,False
110,7995-ZHHNZ,Fullerton,92832,33.868316,-117.929029,Male,False,True,False,42,True,True,DSL,True,False,False,False,False,False,One year,False,Credit card (automatic),56.1,2386.85,False
111,8123-QBNAZ,Scott Bar,96085,41.737962,-123.07557,Female,False,True,True,36,True,True,Fiber optic,True,False,True,False,True,True,Month-to-month,True,Credit card (automatic),104.5,3684.95,False
112,0496-AHOOK,Bangor,95914,39.396585,-121.38029,Male,False,True,False,24,True,False,DSL,True,False,False,True,True,True,One year,False,Bank transfer (automatic),74.4,1712.9,False
113,4531-AUZNK,Oakland,94610,37.808731,-122.238708,Female,False,True,True,51,True,True,Fiber optic,True,False,False,True,True,False,One year,True,Mailed check,95.15,5000.05,False
114,1614-JBEBI,Georgetown,95634,38.9386,-120.785514,Female,False,False,False,8,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.7,137.6,False
115,8118-TJAFG,Gardena,90247,33.890853,-118.297967,Male,False,True,True,9,True,False,Fiber optic,False,True,False,True,True,True,Month-to-month,True,Electronic check,101.5,906.85,False
116,6234-RAAPL,Los Angeles,90038,34.088017,-118.327168,Female,False,True,False,72,True,True,Fiber optic,True,True,False,True,True,False,Two year,False,Bank transfer (automatic),99.9,7251.7,False
117,4360-PNRQB,Yucca Valley,92284,34.159534,-116.425984,Male,False,False,False,18,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.6,1395.05,False
118,8152-UOBNY,Mineral,96063,40.408796,-121.579609,Female,True,False,False,50,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Electronic check,106.8,5347.95,False
119,0253-ZTEOB,Los Angeles,90004,34.076259,-118.310715,Female,False,True,True,48,True,True,DSL,False,True,False,True,True,True,Two year,False,Electronic check,79.65,3870.3,False
120,3982-DQLUS,Sunland,91040,34.282704,-118.312929,Male,True,True,True,65,True,True,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Electronic check,85.75,5688.45,False
121,6630-UJZMY,Palo Alto,94306,37.416159,-122.131337,Female,True,True,False,4,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,83.25,308.05,False
122,7449-HVPIV,Chula Vista,91913,32.64164,-116.985026,Male,False,True,True,55,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),90.4,5099.15,False
123,8757-TFHHJ,San Jose,95128,37.316146,-121.936285,Male,False,False,False,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Credit card (automatic),49.8,49.8,False
124,8095-WANWK,Kettleman City,93239,35.996923,-120.000951,Female,False,False,False,10,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.25,428.7,False
125,0906-QVPMS,Monterey,93940,36.362741,-121.869685,Male,False,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),115.15,8349.45,False
126,2027-WKXMW,Montara,94037,37.540582,-122.509594,Female,False,True,False,63,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,108.75,6871.7,False
127,1564-HJUVY,Modesto,95354,37.639029,-120.964772,Male,False,False,False,4,True,False,DSL,False,True,False,True,True,False,Month-to-month,True,Bank transfer (automatic),63.75,226.2,False
128,5760-IFJOZ,Richgrove,93261,35.809921,-119.127437,Male,False,False,False,3,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Mailed check,107.95,313.6,False
129,2773-OVBPK,Orange,92865,33.828779,-117.848299,Male,False,True,False,67,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),111.3,7567.2,False
130,7398-LXGYX,Pioneertown,92268,34.201108,-116.593456,Male,False,True,False,44,True,True,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Credit card (automatic),84.8,3626.35,False
131,6896-SRVYQ,Camino,95709,38.748316,-120.675512,Male,True,False,False,44,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Electronic check,73.85,3122.4,False
132,1539-LNKHM,Orange Cove,93646,36.633498,-119.298895,Female,False,False,False,12,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,266.6,False
133,7005-CYUIL,Laytonville,95454,39.806141,-123.531098,Female,True,True,False,71,True,False,Fiber optic,True,True,True,True,True,False,Two year,True,Electronic check,99.4,7168.25,False
134,3955-JBZZM,Hermosa Beach,90254,33.86532,-118.396336,Male,False,False,False,20,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,78.8,1641.3,False
135,3427-GGZZI,Midpines,95345,37.581496,-119.972762,Female,False,True,False,19,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,89.1,1620.8,False
136,6082-OQFBA,Victorville,92394,34.567058,-117.362329,Male,False,True,False,23,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.65,436.9,False
137,9391-YZEJW,Mountain View,94043,37.419725,-122.062947,Female,False,False,False,62,True,True,Fiber optic,False,False,False,False,True,True,One year,True,Bank transfer (automatic),94.0,5757.2,False
138,6574-MCOEH,Escondido,92026,33.21846,-117.116916,Female,False,True,True,33,True,True,DSL,False,False,True,True,True,True,One year,True,Electronic check,79.15,2531.4,False
139,6854-EXGSF,Mt Baldy,91759,34.231318,-117.662032,Female,False,False,False,8,True,True,DSL,True,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),65.5,573.15,False
140,7427-AUFPY,Hamilton City,95951,39.732767,-122.042298,Male,False,False,False,54,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,1008.7,False
141,8952-WCVCD,South Gate,90280,33.944624,-118.192615,Female,False,True,False,41,True,False,Fiber optic,True,True,True,False,True,True,One year,True,Bank transfer (automatic),104.45,4162.05,False
142,4832-VRBMR,Parker Dam,92267,34.273872,-114.192901,Male,True,True,False,65,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),103.15,6792.45,False
143,3055-OYMSE,Saratoga,95070,37.257772,-122.051824,Female,True,False,False,53,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),73.8,4003.85,False
144,5288-AHOUP,Palm Desert,92260,33.694501,-116.412711,Male,True,False,False,11,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,78.5,874.2,False
145,6838-YAUVY,Petaluma,94952,38.237018,-122.77872,Female,False,False,False,54,True,True,Fiber optic,False,False,True,True,False,True,Two year,True,Bank transfer (automatic),95.1,5064.85,False
